"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Ridderkerk";597;"Ridderkerk";46189;"22-07-2020";"04-08-2020";24;52;0;0;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"22-07-2020";"04-08-2020";0;0;0;0;1;2,6
"Rijswijk";603;"Rijswijk";54450;"22-07-2020";"04-08-2020";31;56,9;1;1,8;0;0
"Roerdalen";1669;"Roerdalen";20574;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Roermond";957;"Roermond";58260;"22-07-2020";"04-08-2020";10;17,2;0;0;0;0
"Roosendaal";1674;"Roosendaal";77251;"22-07-2020";"04-08-2020";41;53,1;1;1,3;1;1,3
"Rotterdam";599;"Rotterdam";651157;"22-07-2020";"04-08-2020";871;133,8;13;2;1;0,2
"Rozendaal";277;"Rozendaal";1704;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Rucphen";840;"Rucphen";22878;"22-07-2020";"04-08-2020";2;8,7;0;0;0;0
"Schagen";441;"Schagen";46483;"22-07-2020";"04-08-2020";2;4,3;0;0;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"22-07-2020";"04-08-2020";1;10,1;0;0;0;0
"Schiedam";606;"Schiedam";78730;"22-07-2020";"04-08-2020";41;52,1;0;0;0;0
